type,上海,北京,杭州,宁波,保定,南京,苏州,深圳,厦门,广州,date
AQI,76.79166666666667,112.29166666666669,67.54166666666667,69.79166666666667,106.54166666666669,84.20833333333333,84.29166666666667,76.875,77.75,98.0,2018-04-09
NO2,61.41666666666666,62.29166666666666,52.29166666666666,33.208333333333336,58.54166666666666,55.41666666666666,67.16666666666667,35.833333333333336,43.08333333333334,74.04166666666667,2018-04-09
PM2.5,40.125,83.66666666666667,31.5,33.916666666666664,76.75,29.79166666666667,43.04166666666666,44.58333333333334,46.58333333333334,61.41666666666666,2018-04-09
AQI,59.08333333333334,102.625,63.375,52.79166666666666,90.20833333333331,66.08333333333333,62.0,49.41666666666666,57.79166666666666,56.20833333333334,2018-04-21
NO2,26.16666666666667,36.16666666666666,44.70833333333334,12.291666666666664,41.375,47.04166666666666,41.0,16.083333333333332,32.916666666666664,48.54166666666666,2018-04-21
PM2.5,28.0,72.45833333333333,36.583333333333336,27.45833333333333,62.95833333333334,31.29166666666667,35.875,23.91666666666667,32.958333333333336,29.33333333333333,2018-04-21
AQI,69.20833333333333,70.5,67.16666666666667,61.91666666666666,78.75,59.66666666666666,80.91666666666667,49.66666666666666,43.5,89.95833333333331,2018-11-11
NO2,49.875,54.375,41.41666666666666,41.833333333333336,46.375,40.083333333333336,46.0,29.08333333333333,23.54166666666667,61.54166666666666,2018-11-11
PM2.5,50.16666666666666,44.70833333333334,47.625,44.0,53.91666666666666,41.208333333333336,58.70833333333334,33.416666666666664,24.25,62.375,2018-11-11
AQI,44.08333333333334,29.16666666666667,36.29166666666666,36.583333333333336,39.16666666666666,54.95833333333334,50.625,39.29166666666666,37.29166666666666,69.83333333333333,2018-11-05
NO2,30.79166666666667,35.291666666666664,32.375,34.458333333333336,32.75,40.75,43.08333333333334,24.125,25.70833333333333,57.375,2018-11-05
PM2.5,25.45833333333333,18.83333333333333,20.33333333333333,17.666666666666668,26.0,34.583333333333336,33.791666666666664,24.79166666666667,16.833333333333332,48.54166666666666,2018-11-05
AQI,63.0,219.125,51.91666666666666,50.58333333333334,212.625,68.625,61.91666666666666,42.0,42.208333333333336,45.375,2018-02-27
NO2,31.45833333333333,57.41666666666666,40.25,18.416666666666668,69.70833333333333,38.625,37.66666666666666,26.29166666666667,25.25,52.5,2018-02-27
PM2.5,38.41666666666666,169.125,35.083333333333336,25.25,163.70833333333334,47.0,39.333333333333336,21.041666666666668,21.625,29.125,2018-02-27
AQI,52.25,75.08333333333333,63.95833333333334,43.70833333333334,80.95833333333333,76.33333333333333,61.75,54.5,43.375,36.41666666666666,2018-02-25
NO2,30.25,42.75,30.95833333333333,25.20833333333333,44.41666666666666,31.33333333333333,33.458333333333336,30.41666666666667,21.91666666666667,34.291666666666664,2018-02-25
PM2.5,33.291666666666664,54.625,45.20833333333334,27.16666666666667,58.58333333333334,53.75,41.0,37.708333333333336,25.41666666666667,25.04166666666667,2018-02-25
AQI,43.45833333333334,222.0,51.875,38.208333333333336,230.66666666666663,57.5,48.08333333333334,48.20833333333334,30.125,34.583333333333336,2018-11-13
NO2,41.708333333333336,78.125,45.5,27.54166666666667,71.58333333333333,51.75,41.625,25.08333333333333,18.25,36.833333333333336,2018-11-13
PM2.5,23.58333333333333,175.29166666666663,28.25,14.041666666666664,180.45833333333331,35.041666666666664,28.91666666666667,30.45833333333333,14.833333333333336,19.916666666666668,2018-11-13
AQI,45.25,185.125,27.95833333333333,34.333333333333336,214.41666666666663,33.208333333333336,43.20833333333334,46.875,50.625,65.83333333333333,2018-02-19
NO2,24.54166666666667,44.75,21.625,17.625,58.58333333333334,24.5,21.625,35.166666666666664,47.70833333333334,33.208333333333336,2018-02-19
PM2.5,20.291666666666668,140.58333333333334,18.0,14.958333333333336,168.29166666666666,20.20833333333333,20.375,30.79166666666667,32.416666666666664,44.04166666666666,2018-02-19
AQI,50.1304347826087,52.04347826086956,26.91304347826087,40.82608695652174,82.47826086956522,21.91304347826087,45.65217391304348,46.78260869565217,38.95652173913044,75.52173913043478,2018-11-07
NO2,49.21739130434783,48.43478260869565,30.91304347826087,47.26086956521739,58.95652173913044,25.695652173913047,42.39130434782609,29.869565217391305,23.782608695652176,65.3913043478261,2018-11-07
PM2.5,35.0,26.217391304347824,14.130434782608695,26.347826086956523,56.8695652173913,6.826086956521738,31.347826086956523,27.695652173913047,20.43478260869565,53.39130434782609,2018-11-07
AQI,54.058823529411775,41.388888888888886,44.17647058823529,48.88235294117647,48.529411764705884,37.1764705882353,54.88235294117647,31.176470588235286,30.64705882352941,49.529411764705884,2018-04-23
NO2,40.647058823529406,24.88888888888889,47.82352941176471,35.05882352941177,34.117647058823536,25.35294117647059,42.117647058823536,28.294117647058826,21.705882352941174,48.11764705882353,2018-04-23
PM2.5,33.64705882352941,15.833333333333336,28.882352941176467,31.823529411764714,28.823529411764714,24.35294117647059,36.882352941176464,18.529411764705888,13.470588235294118,26.176470588235286,2018-04-23
AQI,55.95,54.0,87.55,47.15,50.4,80.7,66.6,43.9,55.4,56.45,2018-08-06
NO2,22.1,29.85,25.95,18.05,18.05,36.3,31.55,37.55,26.5,49.8,2018-08-06
PM2.5,21.95,36.05,31.1,23.15,29.75,49.65,26.15,28.0,29.25,25.45,2018-08-06
AQI,28.714285714285715,74.71428571428571,39.095238095238095,28.285714285714285,76.80952380952381,48.57142857142857,31.904761904761905,25.714285714285715,65.52380952380952,33.8095238095238,2018-08-12
NO2,21.0,22.476190476190478,19.428571428571427,16.428571428571427,15.952380952380953,26.714285714285715,26.285714285714285,25.952380952380953,23.57142857142857,35.57142857142857,2018-08-12
PM2.5,14.523809523809526,53.904761904761905,20.666666666666668,15.666666666666664,27.0,26.190476190476193,14.428571428571427,17.0,39.285714285714285,17.666666666666668,2018-08-12
AQI,45.45833333333334,91.25,43.83333333333334,47.33333333333334,138.04166666666666,80.66666666666667,58.125,38.66666666666666,31.29166666666667,47.25,2018-06-21
NO2,29.625,33.375,21.125,19.70833333333333,37.333333333333336,29.16666666666667,36.333333333333336,31.16666666666667,22.66666666666667,32.875,2018-06-21
PM2.5,20.291666666666668,25.04166666666667,16.666666666666668,14.791666666666664,53.25,27.54166666666667,25.70833333333333,23.25,12.25,24.0,2018-06-21
AQI,46.29166666666666,52.83333333333334,70.29166666666667,44.125,60.91666666666666,55.58333333333334,49.08333333333334,34.541666666666664,27.45833333333333,23.45833333333333,2018-06-09
NO2,24.45833333333333,29.95833333333333,29.33333333333333,24.54166666666667,14.25,29.45833333333333,30.70833333333333,28.29166666666667,14.708333333333336,35.333333333333336,2018-06-09
PM2.5,25.79166666666667,20.625,41.16666666666666,25.20833333333333,16.375,24.41666666666667,31.125,15.458333333333336,10.5,13.0,2018-06-09
AQI,48.79166666666666,52.0,70.83333333333333,41.04166666666666,92.41666666666669,108.58333333333331,57.33333333333334,26.5,36.833333333333336,18.666666666666668,2018-06-08
NO2,31.79166666666667,30.20833333333333,28.0,29.54166666666667,23.5,26.54166666666667,37.833333333333336,18.291666666666668,18.33333333333333,32.25,2018-06-08
PM2.5,26.16666666666667,13.583333333333336,33.666666666666664,25.125,28.0,34.333333333333336,30.375,8.25,14.833333333333336,8.208333333333334,2018-06-08
AQI,43.95833333333334,79.83333333333333,36.91666666666666,33.75,93.875,39.583333333333336,35.5,39.25,38.333333333333336,47.29166666666666,2018-06-20
NO2,27.70833333333333,29.79166666666667,27.08333333333333,27.08333333333333,22.79166666666667,26.20833333333333,28.875,28.375,18.791666666666668,29.375,2018-06-20
PM2.5,14.125,38.79166666666666,20.416666666666668,11.666666666666664,38.91666666666666,16.291666666666668,16.208333333333332,21.83333333333333,19.45833333333333,20.625,2018-06-20
AQI,30.095238095238088,65.19047619047619,34.57142857142857,28.04761904761905,76.66666666666667,33.42857142857143,34.09523809523809,29.380952380952376,42.142857142857146,50.23809523809525,2018-08-13
NO2,11.285714285714285,21.904761904761905,12.476190476190474,8.952380952380953,14.38095238095238,16.428571428571427,17.238095238095234,24.66666666666667,18.904761904761905,39.142857142857146,2018-08-13
PM2.5,10.095238095238095,45.66666666666666,16.666666666666668,11.428571428571427,32.666666666666664,16.19047619047619,11.38095238095238,18.142857142857142,23.476190476190478,27.190476190476193,2018-08-13
AQI,36.52380952380953,86.7142857142857,91.28571428571428,33.1904761904762,76.09523809523809,100.23809523809523,59.33333333333334,43.57142857142857,46.523809523809526,88.23809523809523,2018-08-07
NO2,21.571428571428577,25.23809523809524,24.761904761904763,14.190476190476188,30.23809523809524,27.809523809523807,23.33333333333333,41.19047619047619,23.142857142857146,60.523809523809526,2018-08-07
PM2.5,16.761904761904766,59.23809523809525,29.42857142857143,16.80952380952381,55.14285714285714,50.14285714285714,18.428571428571427,28.761904761904763,24.857142857142854,40.38095238095238,2018-08-07
AQI,53.04166666666666,35.458333333333336,61.25,45.0,40.0,55.45833333333334,68.95833333333333,45.875,51.83333333333334,55.45833333333334,2018-04-22
NO2,36.5,18.5,38.458333333333336,20.625,19.5,39.583333333333336,58.54166666666666,19.125,32.333333333333336,49.0,2018-04-22
PM2.5,30.125,9.375,39.708333333333336,29.45833333333333,18.125,33.583333333333336,43.79166666666666,27.25,29.91666666666667,32.833333333333336,2018-04-22
AQI,45.04545454545455,33.22727272727273,34.90909090909091,33.45454545454545,63.18181818181818,34.45454545454545,43.72727272727273,37.72727272727273,39.22727272727273,61.54545454545455,2018-11-06
NO2,31.04545454545455,38.81818181818182,33.5,34.90909090909091,47.22727272727273,27.818181818181817,46.18181818181818,25.59090909090909,28.181818181818183,68.77272727272727,2018-11-06
PM2.5,19.63636363636364,14.5,21.363636363636363,16.818181818181817,39.13636363636363,21.90909090909091,27.95454545454545,21.181818181818183,18.863636363636363,40.81818181818182,2018-11-06
AQI,43.08333333333334,148.95833333333334,60.66666666666666,59.04166666666666,177.41666666666663,55.0,40.29166666666666,50.91666666666666,42.375,58.91666666666666,2018-02-18
NO2,26.375,48.04166666666666,27.66666666666667,17.625,50.29166666666666,30.25,25.95833333333333,23.0,22.91666666666667,26.45833333333333,2018-02-18
PM2.5,15.875,113.04166666666669,42.5,39.66666666666666,136.375,37.41666666666666,20.625,29.20833333333333,20.0,41.083333333333336,2018-02-18
AQI,39.66666666666666,126.66666666666669,38.458333333333336,28.125,171.16666666666666,46.16666666666666,46.41666666666666,63.75,50.29166666666666,75.45833333333333,2018-11-12
NO2,28.625,71.625,37.16666666666666,31.25,73.375,32.708333333333336,34.833333333333336,45.04166666666666,28.16666666666667,53.83333333333334,2018-11-12
PM2.5,17.666666666666668,94.875,24.79166666666667,14.875,129.79166666666666,28.625,27.79166666666667,43.125,31.875,51.58333333333334,2018-11-12
AQI,56.16666666666666,63.54166666666666,66.25,49.0,61.04166666666666,73.0,63.5,43.79166666666666,49.75,43.83333333333334,2018-02-24
NO2,35.25,22.29166666666667,50.625,29.875,20.5,40.083333333333336,39.54166666666666,28.91666666666667,31.5,44.16666666666666,2018-02-24
PM2.5,38.29166666666666,30.91666666666667,46.95833333333334,30.625,31.45833333333333,51.95833333333334,42.625,27.875,29.95833333333333,30.29166666666667,2018-02-24
AQI,112.54166666666669,69.45833333333333,150.04166666666666,149.04166666666666,96.45833333333331,101.54166666666669,142.79166666666666,55.20833333333334,46.45833333333334,66.04166666666667,2018-02-08
NO2,67.375,54.33333333333334,62.83333333333334,67.79166666666667,53.08333333333334,53.625,71.875,30.79166666666667,23.375,56.25,2018-02-08
PM2.5,84.125,48.0,113.29166666666669,111.875,67.0,75.25,107.75,36.04166666666666,26.29166666666667,46.91666666666666,2018-02-08
AQI,39.29166666666666,33.041666666666664,34.208333333333336,47.79166666666666,39.375,34.583333333333336,36.083333333333336,44.125,46.79166666666666,42.54166666666666,2018-11-16
NO2,33.958333333333336,27.83333333333333,32.791666666666664,38.5,34.291666666666664,23.95833333333333,32.958333333333336,20.916666666666668,24.29166666666667,46.16666666666666,2018-11-16
PM2.5,21.95833333333333,12.041666666666664,19.541666666666668,30.45833333333333,20.875,19.33333333333333,23.79166666666667,25.41666666666667,27.83333333333333,23.66666666666667,2018-11-16
AQI,33.91304347826087,151.2173913043478,39.82608695652174,40.43478260869565,213.91304347826087,50.30434782608695,42.69565217391305,55.26086956521739,32.91304347826087,64.17391304347827,2018-11-02
NO2,42.869565217391305,92.21739130434784,38.130434782608695,41.39130434782609,96.91304347826087,39.17391304347826,57.0,22.956521739130434,15.608695652173912,31.91304347826087,2018-11-02
PM2.5,14.565217391304348,113.69565217391305,17.82608695652174,19.391304347826086,163.82608695652175,20.608695652173914,24.130434782608692,37.869565217391305,5.304347826086956,45.47826086956522,2018-11-02
AQI,63.75,72.45833333333333,67.08333333333333,62.25,152.875,83.75,68.58333333333333,39.0,41.458333333333336,54.20833333333334,2018-02-20
NO2,24.95833333333333,21.416666666666668,23.08333333333333,23.625,36.208333333333336,29.83333333333333,24.25,27.66666666666667,19.20833333333333,39.41666666666666,2018-02-20
PM2.5,43.58333333333334,47.0,48.0,44.125,115.20833333333331,61.04166666666666,47.83333333333334,26.95833333333333,23.70833333333333,37.333333333333336,2018-02-20
AQI,48.75,118.33333333333331,97.625,94.83333333333331,134.41666666666666,86.41666666666669,91.45833333333331,55.70833333333334,63.875,81.33333333333333,2018-04-26
NO2,62.58333333333334,49.45833333333334,51.04166666666666,56.66666666666666,55.875,63.91666666666666,64.79166666666667,27.16666666666667,21.416666666666668,71.45833333333333,2018-04-26
PM2.5,31.08333333333333,88.70833333333331,58.25,38.458333333333336,100.0,55.75,56.91666666666666,36.083333333333336,36.458333333333336,59.25,2018-04-26
AQI,38.0,100.66666666666669,31.125,34.291666666666664,94.375,33.25,30.29166666666667,34.541666666666664,41.91666666666666,43.58333333333334,2018-08-03
NO2,17.333333333333332,26.45833333333333,19.125,12.708333333333336,24.33333333333333,18.75,20.916666666666668,34.375,30.04166666666667,53.58333333333334,2018-08-03
PM2.5,11.5,53.70833333333334,17.416666666666668,13.833333333333336,48.0,15.583333333333336,12.958333333333336,21.25,22.83333333333333,23.95833333333333,2018-08-03
AQI,32.94736842105263,97.7894736842105,25.842105263157894,31.73684210526316,100.84210526315788,24.47368421052632,28.0,27.36842105263158,45.42105263157895,44.68421052631579,2018-08-17
NO2,12.789473684210524,31.315789473684212,17.368421052631582,12.210526315789476,27.78947368421053,10.894736842105265,17.0,36.26315789473684,21.42105263157895,48.57894736842106,2018-08-17
PM2.5,10.0,31.63157894736842,11.947368421052632,15.73684210526316,25.47368421052632,6.157894736842105,10.68421052631579,17.105263157894736,18.57894736842105,25.052631578947373,2018-08-17
AQI,49.54166666666666,126.33333333333331,78.0,37.375,127.0,86.625,62.91666666666666,52.125,25.0,80.125,2018-06-18
NO2,14.291666666666664,33.75,26.08333333333333,9.5,29.66666666666667,20.5,16.166666666666668,28.45833333333333,16.833333333333332,25.91666666666667,2018-06-18
PM2.5,21.66666666666667,80.41666666666667,30.5,17.166666666666668,64.125,31.16666666666667,25.5,28.79166666666667,9.125,38.79166666666666,2018-06-18
AQI,55.25,121.5,64.58333333333333,34.958333333333336,133.5,67.95833333333333,44.70833333333334,25.5,25.0,33.875,2018-06-24
NO2,21.75,32.541666666666664,33.166666666666664,21.875,21.375,21.58333333333333,25.25,24.91666666666667,15.583333333333336,32.791666666666664,2018-06-24
PM2.5,21.54166666666667,54.75,32.583333333333336,17.875,45.08333333333334,31.54166666666667,21.79166666666667,14.875,9.958333333333334,14.916666666666664,2018-06-24
AQI,33.833333333333336,108.54166666666669,36.79166666666666,30.5,120.83333333333331,66.45833333333333,38.958333333333336,32.208333333333336,49.70833333333334,38.958333333333336,2018-06-30
NO2,33.291666666666664,33.291666666666664,29.0,18.33333333333333,22.33333333333333,38.625,36.958333333333336,29.54166666666667,39.625,27.41666666666667,2018-06-30
PM2.5,20.33333333333333,31.79166666666667,19.20833333333333,17.666666666666668,35.166666666666664,43.79166666666666,21.20833333333333,19.70833333333333,28.58333333333333,18.875,2018-06-30
AQI,80.83333333333333,109.16666666666669,61.70833333333334,46.5,96.0,61.625,76.70833333333333,26.0,24.125,22.875,2018-06-25
NO2,28.70833333333333,41.708333333333336,29.70833333333333,23.875,28.58333333333333,23.875,29.70833333333333,27.41666666666667,17.208333333333332,29.875,2018-06-25
PM2.5,40.91666666666666,76.29166666666667,33.416666666666664,27.70833333333333,60.83333333333334,31.29166666666667,38.0,15.958333333333336,9.0,11.0,2018-06-25
AQI,42.60869565217392,92.56521739130434,54.82608695652174,33.08695652173913,100.43478260869566,52.47826086956522,45.60869565217392,31.782608695652176,33.30434782608695,35.69565217391305,2018-06-19
NO2,25.56521739130435,26.52173913043478,24.695652173913047,15.826086956521738,27.52173913043478,35.73913043478261,24.217391304347824,29.0,14.91304347826087,25.73913043478261,2018-06-19
PM2.5,25.695652173913047,49.26086956521739,28.217391304347824,11.826086956521738,46.8695652173913,28.91304347826087,27.08695652173913,17.652173913043477,10.782608695652176,16.304347826086953,2018-06-19
AQI,27.5,51.523809523809526,43.2,26.1,52.7,38.95,35.1,29.476190476190478,37.8,33.8,2018-08-16
NO2,13.9,21.238095238095237,18.05,15.7,23.7,19.0,20.1,30.476190476190478,18.1,33.6,2018-08-16
PM2.5,9.25,12.61904761904762,19.55,10.1,16.25,18.9,14.75,19.238095238095237,20.05,16.6,2018-08-16
AQI,40.833333333333336,130.5,53.0,37.583333333333336,104.625,48.58333333333334,40.0,31.375,49.16666666666666,40.958333333333336,2018-08-02
NO2,15.541666666666664,23.83333333333333,22.79166666666667,13.875,25.875,18.125,23.375,31.16666666666667,38.75,41.875,2018-08-02
PM2.5,19.791666666666668,83.0,22.75,17.666666666666668,64.375,14.708333333333336,17.875,19.541666666666668,28.5,24.04166666666667,2018-08-02
AQI,116.04166666666669,111.45833333333331,98.70833333333331,118.375,110.125,91.08333333333331,122.375,63.66666666666666,72.5,68.58333333333333,2018-04-27
NO2,64.0,39.29166666666666,60.04166666666666,51.5,37.29166666666666,63.625,66.33333333333333,40.625,24.66666666666667,58.95833333333334,2018-04-27
PM2.5,75.91666666666667,41.75,55.125,72.0,55.375,54.0,81.45833333333333,44.83333333333334,50.41666666666666,47.75,2018-04-27
AQI,54.04166666666666,51.25,51.58333333333334,50.5,114.16666666666669,62.375,58.58333333333334,37.083333333333336,33.0,45.375,2018-02-21
NO2,24.95833333333333,26.70833333333333,21.54166666666667,16.375,30.70833333333333,29.95833333333333,25.04166666666667,14.791666666666664,14.25,28.16666666666667,2018-02-21
PM2.5,34.041666666666664,32.541666666666664,34.25,28.125,80.83333333333333,44.875,40.41666666666666,24.0,14.083333333333336,31.375,2018-02-21
AQI,35.958333333333336,210.79166666666663,48.16666666666666,58.04166666666666,219.875,55.95833333333334,41.208333333333336,43.08333333333334,27.125,29.08333333333333,2018-11-03
NO2,39.958333333333336,87.125,48.20833333333334,65.16666666666667,84.41666666666667,41.208333333333336,54.625,35.5,27.08333333333333,31.58333333333333,2018-11-03
PM2.5,15.416666666666664,160.83333333333334,28.625,38.458333333333336,171.625,31.45833333333333,24.04166666666667,25.08333333333333,10.833333333333336,18.416666666666668,2018-11-03
AQI,37.583333333333336,67.58333333333333,42.625,29.875,93.08333333333331,40.708333333333336,39.833333333333336,49.75,27.29166666666667,22.33333333333333,2018-11-17
NO2,23.54166666666667,58.29166666666666,41.708333333333336,35.083333333333336,55.54166666666666,36.91666666666666,31.75,29.66666666666667,19.666666666666668,29.75,2018-11-17
PM2.5,15.083333333333336,41.0,21.125,15.208333333333336,68.33333333333333,17.25,20.291666666666668,30.25,12.5,12.291666666666664,2018-11-17
AQI,87.0,90.25,172.58333333333337,92.16666666666669,130.5,166.70833333333334,137.54166666666666,56.5,55.375,80.66666666666667,2018-02-09
NO2,65.5,36.41666666666666,65.125,56.20833333333334,57.70833333333334,90.33333333333331,62.875,37.0,31.83333333333333,82.33333333333333,2018-02-09
PM2.5,63.83333333333334,41.91666666666666,130.625,67.79166666666667,83.04166666666667,125.79166666666669,104.16666666666669,35.083333333333336,35.666666666666664,58.79166666666666,2018-02-09
AQI,38.25,71.45833333333333,50.20833333333334,41.583333333333336,141.95833333333334,58.625,40.04166666666666,55.79166666666666,52.41666666666666,57.625,2018-11-01
NO2,25.79166666666667,59.41666666666666,35.333333333333336,31.66666666666667,83.75,39.25,38.833333333333336,19.5,13.75,30.0,2018-11-01
PM2.5,11.5,45.25,23.70833333333333,15.75,107.0,28.33333333333333,18.33333333333333,30.41666666666667,25.91666666666667,29.625,2018-11-01
AQI,41.125,92.25,62.08333333333334,66.04166666666667,158.75,47.0,48.04166666666666,43.45833333333334,40.708333333333336,54.45833333333334,2018-11-15
NO2,68.41666666666667,32.791666666666664,57.66666666666666,65.125,55.83333333333334,47.83333333333334,63.83333333333334,18.541666666666668,17.375,48.66666666666666,2018-11-15
PM2.5,22.08333333333333,65.08333333333333,39.25,45.33333333333334,119.91666666666669,27.58333333333333,28.91666666666667,23.79166666666667,20.291666666666668,30.04166666666667,2018-11-15
AQI,70.75,48.16666666666666,41.25,54.29166666666666,79.91666666666667,73.0,61.45833333333334,23.91666666666667,30.29166666666667,20.375,2018-02-23
NO2,36.375,30.95833333333333,26.95833333333333,23.45833333333333,40.91666666666666,37.333333333333336,35.541666666666664,15.083333333333336,16.458333333333332,27.125,2018-02-23
PM2.5,49.25,20.416666666666668,28.0,37.083333333333336,53.25,48.33333333333334,42.208333333333336,10.416666666666666,14.833333333333336,11.625,2018-02-23
AQI,137.875,104.41666666666669,91.75,79.29166666666667,123.83333333333331,187.125,182.41666666666663,57.16666666666666,51.91666666666666,60.29166666666666,2018-11-29
NO2,100.45833333333331,63.5,66.58333333333333,67.75,72.54166666666667,89.45833333333331,109.83333333333331,32.375,22.33333333333333,57.79166666666666,2018-11-29
PM2.5,104.08333333333331,56.04166666666666,66.83333333333333,57.58333333333334,71.04166666666667,140.91666666666666,137.16666666666666,37.833333333333336,28.79166666666667,40.125,2018-11-29
AQI,73.91666666666667,170.20833333333334,96.125,59.04166666666666,116.91666666666669,101.125,92.08333333333331,65.5,56.54166666666666,107.875,2018-04-19
NO2,47.375,52.16666666666666,59.75,28.29166666666667,40.41666666666666,59.66666666666666,49.66666666666666,23.54166666666667,26.33333333333333,70.41666666666667,2018-04-19
PM2.5,37.75,123.54166666666669,51.04166666666666,23.5,79.33333333333333,52.125,44.375,34.458333333333336,25.25,74.91666666666667,2018-04-19
AQI,85.875,61.5,69.83333333333333,90.04166666666669,88.375,82.75,97.45833333333331,45.95833333333334,49.91666666666666,41.75,2018-04-25
NO2,54.95833333333334,43.41666666666666,39.0,42.375,44.41666666666666,51.5,60.20833333333334,32.333333333333336,18.916666666666668,39.375,2018-04-25
PM2.5,51.41666666666666,30.20833333333333,38.04166666666666,41.16666666666666,53.25,41.04166666666666,60.45833333333334,28.125,30.375,27.66666666666667,2018-04-25
AQI,30.66666666666667,42.66666666666666,32.42857142857143,22.428571428571423,47.0952380952381,36.714285714285715,29.33333333333333,29.619047619047624,30.23809523809524,33.04761904761905,2018-08-14
NO2,14.047619047619047,17.714285714285715,13.666666666666664,10.238095238095235,15.0,13.523809523809526,16.428571428571427,24.809523809523807,14.285714285714285,27.04761904761905,2018-08-14
PM2.5,9.238095238095235,23.857142857142854,14.285714285714285,9.714285714285714,25.57142857142857,12.761904761904766,7.095238095238094,18.0,14.61904761904762,15.523809523809526,2018-08-14
AQI,20.75,66.5,25.5,21.0,63.5,37.75,22.5,38.5,40.75,38.75,2018-08-28
NO2,15.75,35.75,18.75,4.75,31.75,16.0,18.0,26.75,15.5,35.25,2018-08-28
PM2.5,8.0,35.5,11.25,5.25,32.5,12.0,6.75,17.0,13.0,26.5,2018-08-28
AQI,66.08695652173913,57.34782608695652,41.43478260869565,47.39130434782609,115.69565217391305,47.17391304347826,41.91304347826087,29.43478260869565,41.78260869565217,55.52173913043478,2018-06-27
NO2,35.869565217391305,32.39130434782609,24.47826086956522,17.17391304347826,25.65217391304348,25.695652173913047,33.608695652173914,31.56521739130435,23.08695652173913,38.73913043478261,2018-06-27
PM2.5,34.13043478260869,25.695652173913047,19.565217391304348,26.08695652173913,57.91304347826087,15.0,17.91304347826087,18.782608695652176,17.347826086956523,21.43478260869565,2018-06-27
AQI,87.7391304347826,183.43478260869568,51.47826086956522,45.82608695652174,123.17391304347828,45.43478260869565,63.73913043478261,28.73913043478261,27.39130434782609,33.52173913043478,2018-06-26
NO2,35.73913043478261,34.26086956521739,29.82608695652174,15.304347826086955,21.56521739130435,22.08695652173913,36.30434782608695,29.869565217391305,19.565217391304348,40.65217391304348,2018-06-26
PM2.5,43.56521739130435,124.04347826086956,26.30434782608696,26.39130434782609,69.34782608695652,11.782608695652176,31.47826086956522,18.217391304347824,11.478260869565215,17.17391304347826,2018-06-26
AQI,33.117647058823536,44.70588235294117,37.058823529411775,25.705882352941174,70.23529411764707,50.235294117647065,37.70588235294117,25.411764705882355,36.941176470588225,35.117647058823536,2018-08-29
NO2,15.588235294117649,19.47058823529412,13.705882352941178,9.941176470588236,28.588235294117645,16.294117647058822,21.235294117647054,35.176470588235304,18.647058823529417,40.1764705882353,2018-08-29
PM2.5,10.823529411764708,6.647058823529411,9.882352941176473,8.470588235294116,23.294117647058826,13.470588235294118,10.294117647058824,15.882352941176471,7.647058823529411,15.058823529411766,2018-08-29
AQI,46.04166666666666,109.375,63.16666666666666,47.79166666666666,98.5,66.75,50.66666666666666,30.20833333333333,52.16666666666666,47.95833333333334,2018-08-01
NO2,20.541666666666668,25.66666666666667,20.70833333333333,18.041666666666668,28.875,29.0,27.54166666666667,31.54166666666667,40.333333333333336,30.45833333333333,2018-08-01
PM2.5,17.125,55.33333333333334,25.5,18.416666666666668,47.75,25.54166666666667,16.083333333333332,17.833333333333332,30.33333333333333,18.291666666666668,2018-08-01
AQI,30.380952380952376,36.61904761904762,34.8095238095238,27.33333333333333,51.047619047619044,47.57142857142857,33.95238095238095,33.333333333333336,30.904761904761905,34.61904761904762,2018-08-15
NO2,17.571428571428573,22.476190476190478,12.61904761904762,15.571428571428573,17.142857142857142,22.0,22.761904761904763,25.714285714285715,21.952380952380953,31.619047619047624,2018-08-15
PM2.5,14.190476190476188,12.904761904761903,15.333333333333336,11.61904761904762,15.238095238095234,17.476190476190474,11.047619047619047,20.571428571428573,17.666666666666668,17.476190476190474,2018-08-15
AQI,45.45833333333334,45.08333333333334,37.458333333333336,37.5,68.25,54.04166666666666,52.20833333333334,36.875,40.958333333333336,40.04166666666666,2018-04-24
NO2,30.04166666666667,36.208333333333336,25.29166666666667,27.58333333333333,41.625,31.16666666666667,40.91666666666666,36.04166666666666,28.83333333333333,41.708333333333336,2018-04-24
PM2.5,22.125,17.916666666666668,20.791666666666668,22.33333333333333,31.91666666666667,35.875,34.5,23.58333333333333,22.70833333333333,24.79166666666667,2018-04-24
AQI,126.17391304347828,62.30434782608695,55.1304347826087,62.0,83.3913043478261,80.0,110.95652173913044,44.43478260869565,47.26086956521739,56.20833333333334,2018-04-30
NO2,50.39130434782609,23.26086956521739,27.782608695652176,28.65217391304348,23.17391304347826,43.21739130434783,50.26086956521739,25.47826086956522,25.217391304347824,52.95833333333334,2018-04-30
PM2.5,84.30434782608695,28.56521739130435,28.869565217391305,29.217391304347824,42.82608695652174,54.26086956521739,75.91304347826087,27.73913043478261,27.0,36.833333333333336,2018-04-30
AQI,79.66666666666667,144.0,93.33333333333331,69.625,126.75,104.45833333333331,97.29166666666669,64.33333333333333,65.75,132.58333333333334,2018-04-18
NO2,50.625,45.375,58.16666666666666,34.208333333333336,37.04166666666666,62.0,50.25,28.08333333333333,23.375,80.79166666666667,2018-04-18
PM2.5,44.29166666666666,107.58333333333331,54.5,33.5,77.5,58.45833333333334,59.16666666666666,35.708333333333336,30.75,95.33333333333331,2018-04-18
