type,上海,北京,杭州,宁波,保定,南京,苏州,深圳,厦门,广州,date
PM2.5,6.0,38.41666666666666,9.291666666666666,7.916666666666668,36.083333333333336,12.5,6.958333333333332,12.208333333333336,13.666666666666664,15.666666666666664,2019-08-04
AQI,42.79166666666666,118.66666666666669,47.95833333333334,35.916666666666664,101.91666666666669,50.58333333333334,47.70833333333334,49.0,56.375,80.125,2019-02-27
NO2,47.16666666666666,57.29166666666666,45.875,47.20833333333334,69.33333333333333,39.0,49.125,25.70833333333333,24.45833333333333,73.70833333333333,2019-02-27
PM2.5,26.0,89.0,28.70833333333333,21.041666666666668,74.875,34.208333333333336,29.75,32.125,38.208333333333336,55.33333333333334,2019-02-27
AQI,33.34782608695652,67.34782608695652,57.56521739130435,42.26086956521739,102.82608695652172,63.21739130434783,49.30434782608695,69.95652173913044,51.1304347826087,71.78260869565217,2019-11-05
NO2,35.04347826086956,42.34782608695652,49.1304347826087,35.34782608695652,49.8695652173913,60.04347826086956,45.69565217391305,30.04347826086957,10.130434782608695,34.69565217391305,2019-11-05
PM2.5,16.26086956521739,44.65217391304348,31.608695652173914,18.43478260869565,75.1304347826087,33.56521739130435,24.130434782608692,44.30434782608695,26.73913043478261,49.82608695652174,2019-11-05
AQI,78.45833333333333,47.83333333333334,80.875,74.08333333333333,65.5,89.375,77.83333333333333,66.95833333333333,54.79166666666666,87.91666666666669,2019-11-11
NO2,75.0,39.625,69.91666666666667,68.79166666666667,53.875,70.33333333333333,70.125,36.54166666666666,28.54166666666667,77.66666666666667,2019-11-11
PM2.5,45.375,16.125,53.79166666666666,46.5,29.08333333333333,37.25,38.833333333333336,42.5,34.375,57.375,2019-11-11
AQI,31.91666666666667,61.16666666666666,56.5,35.666666666666664,93.04166666666669,60.875,53.04166666666666,59.875,44.0,53.95833333333334,2019-11-08
NO2,28.08333333333333,54.54166666666666,43.75,32.666666666666664,53.70833333333334,45.75,41.875,25.79166666666667,10.583333333333334,33.291666666666664,2019-11-08
PM2.5,14.166666666666664,36.958333333333336,30.75,14.458333333333336,63.04166666666666,33.416666666666664,28.54166666666667,37.208333333333336,25.79166666666667,34.25,2019-11-08
AQI,58.29166666666666,32.375,56.79166666666666,45.95833333333334,60.54166666666666,76.66666666666667,69.91666666666667,31.75,35.25,40.333333333333336,2019-02-16
NO2,20.95833333333333,11.791666666666664,34.333333333333336,26.0,49.58333333333334,26.54166666666667,29.45833333333333,18.70833333333333,16.625,39.708333333333336,2019-02-16
PM2.5,39.958333333333336,7.333333333333332,40.333333333333336,26.79166666666667,42.125,53.95833333333334,48.0,18.58333333333333,21.66666666666667,24.66666666666667,2019-02-16
AQI,77.375,138.625,69.33333333333333,57.08333333333334,159.0,103.375,91.75,46.04166666666666,44.08333333333334,45.95833333333334,2019-02-02
NO2,28.875,53.5,30.66666666666667,13.791666666666664,33.75,41.875,33.166666666666664,15.333333333333336,18.45833333333333,38.083333333333336,2019-02-02
PM2.5,53.875,103.79166666666669,50.16666666666666,36.125,119.95833333333331,76.91666666666667,67.625,29.33333333333333,28.75,30.45833333333333,2019-02-02
AQI,65.875,88.33333333333331,75.95833333333333,60.95833333333334,129.875,74.79166666666667,66.20833333333333,54.875,48.625,56.0,2019-11-20
NO2,49.125,66.70833333333333,50.70833333333334,34.416666666666664,74.125,53.0,57.58333333333334,27.625,9.041666666666666,41.625,2019-11-20
PM2.5,23.33333333333333,59.75,35.166666666666664,19.916666666666668,86.33333333333331,30.375,27.79166666666667,31.95833333333333,16.958333333333332,30.375,2019-11-20
AQI,26.72727272727273,62.36363636363637,23.45454545454545,17.363636363636363,55.95454545454545,35.63636363636363,24.45454545454545,70.68181818181819,24.90909090909091,53.63636363636363,2019-08-09
NO2,11.045454545454543,22.363636363636363,10.818181818181818,11.954545454545455,20.818181818181817,18.59090909090909,14.181818181818182,33.13636363636363,18.63636363636364,35.27272727272727,2019-08-09
PM2.5,11.409090909090908,43.40909090909091,7.6818181818181825,5.363636363636363,37.09090909090909,13.0,9.681818181818182,36.59090909090909,10.818181818181818,29.0,2019-08-09
AQI,49.14285714285714,44.76190476190475,69.95238095238095,67.71428571428571,67.23809523809524,62.38095238095239,58.61904761904761,37.952380952380956,41.52380952380953,62.42857142857143,2019-08-21
NO2,34.666666666666664,20.857142857142858,30.33333333333333,39.047619047619044,22.190476190476193,27.285714285714285,34.1904761904762,16.714285714285715,18.095238095238095,33.904761904761905,2019-08-21
PM2.5,24.285714285714285,27.857142857142854,36.095238095238095,32.76190476190476,42.142857142857146,27.0,24.952380952380953,18.61904761904762,26.190476190476193,31.285714285714285,2019-08-21
AQI,38.59090909090909,65.5,31.681818181818183,25.72727272727273,54.81818181818182,35.18181818181818,35.90909090909091,20.181818181818183,25.476190476190478,26.318181818181817,2019-06-06
NO2,21.772727272727273,38.72727272727273,15.863636363636365,14.090909090909092,31.181818181818183,17.681818181818183,19.272727272727273,14.409090909090908,12.090909090909092,32.59090909090909,2019-06-06
PM2.5,21.863636363636363,51.86363636363637,14.363636363636365,14.772727272727273,33.04545454545455,14.454545454545455,15.681818181818182,9.636363636363637,14.863636363636365,13.909090909090908,2019-06-06
AQI,31.875,68.45833333333333,42.708333333333336,27.70833333333333,79.79166666666667,68.58333333333333,37.375,26.58333333333333,34.791666666666664,37.79166666666666,2019-06-12
NO2,21.5,25.54166666666667,30.08333333333333,20.20833333333333,24.45833333333333,28.20833333333333,21.375,30.83333333333333,12.625,48.79166666666666,2019-06-12
PM2.5,18.125,34.458333333333336,23.04166666666667,13.083333333333336,35.458333333333336,29.04166666666667,18.666666666666668,13.041666666666664,21.54166666666667,17.625,2019-06-12
AQI,57.04166666666666,106.20833333333331,52.5,36.16666666666666,118.91666666666669,86.75,62.41666666666666,43.66666666666666,45.95833333333334,45.95833333333334,2019-04-04
NO2,36.875,52.875,47.75,38.79166666666666,44.5,43.125,43.45833333333334,18.916666666666668,23.08333333333333,50.0,2019-04-04
PM2.5,38.958333333333336,70.875,29.66666666666667,16.291666666666668,83.45833333333333,60.08333333333334,43.33333333333334,23.08333333333333,13.458333333333336,24.91666666666667,2019-04-04
AQI,39.375,44.0,46.125,36.458333333333336,60.20833333333334,46.54166666666666,45.20833333333334,34.083333333333336,50.04166666666666,49.04166666666666,2019-04-10
NO2,29.29166666666667,25.625,22.54166666666667,26.08333333333333,27.66666666666667,24.375,29.625,26.45833333333333,25.20833333333333,35.25,2019-04-10
PM2.5,20.83333333333333,24.875,24.45833333333333,18.916666666666668,39.875,30.125,28.08333333333333,21.375,33.125,25.16666666666667,2019-04-10
AQI,47.1304347826087,64.56521739130434,49.30434782608695,45.26086956521739,62.1304347826087,53.91304347826087,45.60869565217392,36.333333333333336,26.43478260869565,40.82608695652174,2019-04-11
NO2,41.34782608695652,36.130434782608695,41.69565217391305,32.91304347826087,27.08695652173913,31.30434782608696,40.21739130434783,25.54166666666667,26.73913043478261,34.69565217391305,2019-04-11
PM2.5,24.347826086956523,45.30434782608695,30.217391304347824,14.304347826086955,39.47826086956522,26.39130434782609,25.17391304347826,23.875,15.0,21.347826086956523,2019-04-11
AQI,90.16666666666669,210.54166666666663,44.54166666666666,46.95833333333334,176.66666666666663,82.95833333333333,78.79166666666667,61.95833333333334,55.75,52.54166666666666,2019-04-05
NO2,48.54166666666666,22.75,35.833333333333336,37.125,30.16666666666667,43.16666666666666,54.29166666666666,31.375,26.16666666666667,35.375,2019-04-05
PM2.5,65.25,38.04166666666666,24.45833333333333,28.45833333333333,42.54166666666666,58.125,51.95833333333334,41.16666666666666,31.08333333333333,25.33333333333333,2019-04-05
AQI,33.291666666666664,59.33333333333334,34.0,27.5,60.5,39.875,34.958333333333336,22.08333333333333,27.95833333333333,29.625,2019-06-13
NO2,23.79166666666667,23.625,30.75,24.54166666666667,42.95833333333334,23.25,24.375,23.58333333333333,20.58333333333333,37.5,2019-06-13
PM2.5,20.83333333333333,23.04166666666667,16.375,11.666666666666664,30.58333333333333,19.0,19.75,10.333333333333334,18.83333333333333,14.666666666666664,2019-06-13
AQI,33.5,77.8125,42.833333333333336,30.95833333333333,77.0,44.125,38.66666666666666,18.45833333333333,31.75,25.58333333333333,2019-06-07
NO2,21.83333333333333,20.33333333333333,16.541666666666668,19.166666666666668,21.375,17.791666666666668,19.416666666666668,15.291666666666664,16.25,22.83333333333333,2019-06-07
PM2.5,18.041666666666668,59.45833333333334,19.83333333333333,15.75,51.0,17.625,17.166666666666668,7.416666666666668,18.541666666666668,10.791666666666664,2019-06-07
AQI,31.95833333333333,70.125,49.375,44.83333333333334,54.54166666666666,51.375,39.29166666666666,36.79166666666666,32.125,42.0,2019-08-20
NO2,23.95833333333333,28.58333333333333,19.58333333333333,23.58333333333333,23.58333333333333,22.29166666666667,26.66666666666667,20.70833333333333,11.333333333333336,36.875,2019-08-20
PM2.5,15.708333333333336,50.45833333333334,27.83333333333333,19.58333333333333,37.04166666666666,21.66666666666667,18.45833333333333,20.33333333333333,19.20833333333333,22.41666666666667,2019-08-20
AQI,26.0,58.95833333333334,28.875,22.25,60.70833333333334,37.79166666666666,29.08333333333333,64.20833333333333,25.91666666666667,47.5,2019-08-08
NO2,15.875,26.79166666666667,14.666666666666664,17.208333333333332,24.625,22.16666666666667,17.5,27.66666666666667,13.625,38.29166666666666,2019-08-08
PM2.5,12.25,31.375,13.666666666666664,8.25,40.583333333333336,17.458333333333332,11.291666666666664,31.20833333333333,12.0,24.04166666666667,2019-08-08
AQI,37.625,120.5,64.875,57.25,123.75,52.29166666666666,48.08333333333334,66.25,40.0,65.08333333333333,2019-11-21
NO2,55.29166666666666,77.625,52.79166666666666,52.41666666666666,84.33333333333333,48.41666666666666,66.375,47.58333333333334,16.166666666666668,62.08333333333334,2019-11-21
PM2.5,14.208333333333336,90.45833333333331,32.666666666666664,29.91666666666667,89.29166666666669,20.416666666666668,22.5,38.458333333333336,16.958333333333332,38.79166666666666,2019-11-21
AQI,86.78260869565219,117.08695652173913,69.1304347826087,66.6086956521739,173.56521739130437,120.43478260869566,109.82608695652172,50.78260869565217,56.04347826086956,47.21739130434783,2019-02-03
NO2,34.39130434782609,14.608695652173912,23.43478260869565,19.65217391304348,33.0,32.34782608695652,31.30434782608696,20.217391304347824,21.65217391304348,32.69565217391305,2019-02-03
PM2.5,62.91304347826087,44.78260869565217,49.8695652173913,46.08695652173913,119.30434782608695,90.34782608695652,82.0,27.956521739130434,32.30434782608695,26.30434782608696,2019-02-03
AQI,44.66666666666666,33.666666666666664,47.83333333333334,38.91666666666666,124.375,52.0,44.41666666666666,32.041666666666664,31.04166666666667,49.41666666666666,2019-02-17
NO2,21.54166666666667,21.875,30.58333333333333,30.875,57.66666666666666,31.33333333333333,26.08333333333333,13.208333333333336,10.458333333333334,32.0,2019-02-17
PM2.5,26.0,11.958333333333336,32.0,23.25,93.08333333333331,31.125,25.16666666666667,16.958333333333332,8.083333333333334,32.0,2019-02-17
AQI,32.34782608695652,110.08695652173913,65.6086956521739,41.91304347826087,170.2173913043478,77.26086956521739,51.65217391304348,59.60869565217392,50.69565217391305,59.56521739130435,2019-11-09
NO2,43.82608695652174,65.08695652173913,64.1304347826087,44.47826086956522,72.69565217391305,70.26086956521739,68.95652173913044,25.08695652173913,11.652173913043477,44.04347826086956,2019-11-09
PM2.5,13.652173913043477,80.52173913043478,39.39130434782609,17.565217391304348,131.04347826086956,51.69565217391305,29.956521739130434,38.39130434782609,27.956521739130434,38.60869565217392,2019-11-09
AQI,80.375,67.125,67.20833333333333,79.54166666666667,94.0,70.08333333333333,96.45833333333331,38.16666666666666,36.625,32.416666666666664,2019-02-01
NO2,29.41666666666667,45.04166666666666,20.25,21.08333333333333,34.166666666666664,19.33333333333333,23.70833333333333,15.125,8.541666666666666,22.375,2019-02-01
PM2.5,57.41666666666666,40.29166666666666,48.25,57.91666666666666,61.25,50.25,71.25,25.41666666666667,16.833333333333332,18.83333333333333,2019-02-01
AQI,30.58333333333333,35.791666666666664,21.66666666666667,25.375,103.79166666666669,53.29166666666666,28.875,31.25,33.75,44.66666666666666,2019-02-15
NO2,32.375,9.458333333333334,32.583333333333336,32.208333333333336,26.83333333333333,36.0,38.29166666666666,18.0,20.45833333333333,44.16666666666666,2019-02-15
PM2.5,14.625,10.291666666666666,13.333333333333336,11.291666666666664,74.79166666666667,36.66666666666666,18.541666666666668,17.0,18.95833333333333,27.70833333333333,2019-02-15
AQI,41.208333333333336,183.41666666666663,86.125,90.20833333333331,177.375,59.58333333333334,48.04166666666666,62.0,26.45833333333333,92.58333333333331,2019-11-23
NO2,57.125,71.04166666666667,63.95833333333334,77.58333333333333,82.29166666666667,49.0,46.95833333333334,39.75,16.333333333333332,107.20833333333331,2019-11-23
PM2.5,21.875,138.75,60.25,66.33333333333333,134.0,36.5,28.91666666666667,35.833333333333336,13.666666666666664,59.83333333333334,2019-11-23
AQI,60.5,32.833333333333336,83.5,30.83333333333333,43.5,69.83333333333333,93.5,47.5,31.0,96.0,2019-08-22
NO2,26.16666666666667,28.16666666666667,24.33333333333333,27.0,32.833333333333336,26.5,30.83333333333333,23.5,11.833333333333336,37.333333333333336,2019-08-22
PM2.5,37.16666666666666,12.666666666666664,43.5,17.833333333333332,21.5,26.33333333333333,39.66666666666666,26.16666666666667,15.833333333333336,38.0,2019-08-22
AQI,38.875,88.7391304347826,59.95833333333334,37.39130434782609,89.91666666666669,61.0,45.625,23.33333333333333,30.95833333333333,30.43478260869565,2019-06-11
NO2,21.25,23.17391304347826,20.375,17.47826086956522,30.83333333333333,32.166666666666664,22.875,37.66666666666666,16.75,47.375,2019-06-11
PM2.5,26.08333333333333,51.17391304347826,27.58333333333333,17.26086956521739,34.166666666666664,22.29166666666667,24.45833333333333,9.333333333333334,17.208333333333332,16.625,2019-06-11
AQI,60.75,69.5,84.55,38.2,73.95,79.95,62.3,20.6,29.6,31.75,2019-06-05
NO2,22.6,31.3,34.75,16.65,24.2,25.4,27.0,17.6,13.35,39.45,2019-06-05
PM2.5,44.65,45.85,46.45,20.35,48.95,40.55,32.95,10.65,18.85,18.0,2019-06-05
AQI,57.78260869565217,118.08695652173913,67.47826086956522,55.91304347826087,110.21739130434784,79.95652173913044,62.43478260869565,41.5,38.04347826086956,37.78260869565217,2019-04-13
NO2,33.13043478260869,36.60869565217392,49.30434782608695,21.130434782608692,38.30434782608695,41.43478260869565,30.30434782608696,17.25,30.82608695652174,48.56521739130435,2019-04-13
PM2.5,26.0,82.8695652173913,42.52173913043478,14.26086956521739,80.0,46.65217391304348,28.26086956521739,22.33333333333333,21.347826086956523,22.217391304347824,2019-04-13
AQI,115.875,76.79166666666667,63.75,72.79166666666667,76.375,79.75,108.04166666666669,35.0,68.29166666666667,50.70833333333334,2019-04-07
NO2,55.08333333333334,38.66666666666666,45.54166666666666,49.58333333333334,37.41666666666666,45.625,52.79166666666666,28.125,31.91666666666667,40.54166666666666,2019-04-07
PM2.5,81.79166666666667,39.833333333333336,34.958333333333336,34.25,37.958333333333336,49.79166666666666,70.375,22.45833333333333,45.95833333333334,27.41666666666667,2019-04-07
AQI,93.875,137.5,54.91666666666666,66.79166666666667,100.125,76.125,93.0,71.79166666666667,57.20833333333334,65.70833333333333,2019-04-06
NO2,48.54166666666666,33.541666666666664,34.0,36.25,25.75,42.833333333333336,63.25,35.75,21.33333333333333,44.70833333333334,2019-04-06
PM2.5,61.54166666666666,39.583333333333336,29.375,36.458333333333336,26.375,45.375,60.79166666666666,48.5,32.25,41.0,2019-04-06
AQI,82.0,82.0,62.33333333333334,77.375,88.25,78.29166666666667,85.125,28.04166666666667,35.291666666666664,24.83333333333333,2019-04-12
NO2,61.79166666666666,38.833333333333336,37.083333333333336,40.29166666666666,38.875,47.04166666666666,48.95833333333334,22.20833333333333,19.0,34.583333333333336,2019-04-12
PM2.5,53.58333333333334,59.45833333333334,39.0,38.833333333333336,63.79166666666666,52.16666666666666,57.75,15.208333333333336,21.33333333333333,14.625,2019-04-12
AQI,53.58823529411765,81.78947368421052,72.57894736842105,59.21052631578947,73.42105263157895,83.05263157894737,70.52631578947368,24.947368421052627,30.36842105263158,37.0,2019-06-04
NO2,30.105263157894736,25.157894736842106,30.578947368421048,25.78947368421053,19.105263157894736,30.26315789473684,31.894736842105264,26.47368421052632,16.94736842105263,39.78947368421053,2019-06-04
PM2.5,32.473684210526315,60.0,36.0,32.421052631578945,40.8421052631579,42.31578947368421,32.1578947368421,12.31578947368421,18.736842105263158,18.36842105263158,2019-06-04
AQI,53.54166666666666,59.91666666666666,69.45833333333333,37.54166666666666,59.75,53.41666666666666,58.875,21.125,25.41666666666667,26.29166666666667,2019-06-10
NO2,29.125,26.83333333333333,30.75,21.70833333333333,35.75,22.5,29.20833333333333,16.25,22.95833333333333,25.91666666666667,2019-06-10
PM2.5,41.583333333333336,27.0,39.5,22.25,19.25,25.20833333333333,36.708333333333336,8.416666666666666,15.291666666666664,10.583333333333334,2019-06-10
AQI,53.0,31.0,63.0,22.0,66.0,57.0,50.0,47.0,28.0,48.0,2019-08-23
NO2,40.0,35.0,35.0,23.0,59.0,44.0,40.0,32.0,20.0,49.0,2019-08-23
PM2.5,38.0,11.0,43.0,14.0,28.0,34.0,33.0,31.0,16.0,26.0,2019-08-23
AQI,46.08333333333334,106.375,73.83333333333333,48.125,232.875,70.41666666666667,63.16666666666666,45.45833333333334,70.20833333333333,79.79166666666667,2019-02-28
NO2,43.83333333333334,51.66666666666666,47.875,41.958333333333336,79.0,50.04166666666666,52.625,29.45833333333333,23.95833333333333,56.16666666666666,2019-02-28
PM2.5,31.79166666666667,75.95833333333333,53.20833333333334,32.041666666666664,184.75,50.45833333333334,44.41666666666666,29.75,48.45833333333334,52.79166666666666,2019-02-28
AQI,51.25,182.16666666666663,62.875,80.29166666666667,148.75,49.125,65.58333333333333,69.875,42.208333333333336,70.83333333333333,2019-11-22
NO2,63.79166666666666,91.95833333333331,55.375,68.83333333333333,97.70833333333331,52.29166666666666,70.0,53.375,30.5,77.16666666666667,2019-11-22
PM2.5,27.08333333333333,138.91666666666666,34.791666666666664,55.5,111.70833333333331,23.41666666666667,42.91666666666666,41.708333333333336,23.20833333333333,42.875,2019-11-22
AQI,47.16666666666666,70.45833333333333,36.875,39.208333333333336,79.83333333333333,44.83333333333334,48.75,33.75,28.125,44.625,2019-02-14
NO2,25.20833333333333,30.5,23.75,37.125,27.41666666666667,26.70833333333333,33.458333333333336,13.541666666666664,10.375,45.0,2019-02-14
PM2.5,24.41666666666667,50.54166666666666,21.83333333333333,22.125,57.54166666666666,27.125,30.25,19.0,13.875,26.08333333333333,2019-02-14
AQI,30.41666666666667,61.20833333333334,44.91666666666666,41.66666666666666,93.625,35.916666666666664,36.625,71.5,25.875,61.33333333333334,2019-11-26
NO2,42.5,56.29166666666666,42.375,44.66666666666666,70.45833333333333,42.91666666666666,41.333333333333336,24.58333333333333,10.666666666666666,43.0,2019-11-26
PM2.5,16.5,38.0,23.66666666666667,20.20833333333333,67.95833333333333,16.625,19.70833333333333,48.95833333333334,12.791666666666664,41.16666666666666,2019-11-26
AQI,132.41666666666666,77.33333333333333,136.16666666666666,139.29166666666666,119.41666666666669,146.04166666666666,151.54166666666666,47.29166666666666,39.79166666666666,50.95833333333334,2019-02-04
NO2,27.25,24.33333333333333,17.875,21.83333333333333,24.54166666666667,29.45833333333333,26.58333333333333,21.291666666666668,10.0,30.70833333333333,2019-02-04
PM2.5,84.5,41.458333333333336,101.54166666666669,104.95833333333331,71.875,110.04166666666669,108.16666666666669,29.66666666666667,25.75,34.291666666666664,2019-02-04
AQI,33.958333333333336,39.083333333333336,34.75,32.708333333333336,98.5,43.29166666666666,32.75,30.0,31.04166666666667,26.16666666666667,2019-02-10
NO2,16.708333333333332,21.79166666666667,13.833333333333336,16.083333333333332,28.91666666666667,17.666666666666668,18.83333333333333,12.75,7.333333333333332,20.041666666666668,2019-02-10
PM2.5,15.625,24.70833333333333,22.5,12.791666666666664,72.58333333333333,28.70833333333333,19.95833333333333,16.416666666666668,8.25,13.125,2019-02-10
AQI,47.58333333333334,52.58333333333334,38.333333333333336,29.20833333333333,65.16666666666667,38.25,44.29166666666666,20.666666666666668,27.04166666666667,29.29166666666667,2019-08-27
NO2,37.958333333333336,29.79166666666667,29.08333333333333,14.083333333333336,30.125,32.416666666666664,36.125,16.666666666666668,18.875,33.166666666666664,2019-08-27
PM2.5,27.91666666666667,30.70833333333333,18.70833333333333,15.791666666666664,41.25,19.75,23.66666666666667,10.833333333333336,13.166666666666664,13.541666666666664,2019-08-27
AQI,70.20833333333333,55.33333333333334,72.54166666666667,36.208333333333336,80.08333333333333,76.5,68.95833333333333,24.54166666666667,27.08333333333333,38.25,2019-06-28
NO2,32.083333333333336,16.666666666666668,34.583333333333336,24.625,20.20833333333333,30.33333333333333,34.083333333333336,20.45833333333333,9.5,28.66666666666667,2019-06-28
PM2.5,42.208333333333336,26.20833333333333,43.58333333333334,21.625,38.958333333333336,49.33333333333334,33.375,11.208333333333336,15.375,16.333333333333332,2019-06-28
AQI,36.5,61.125,47.875,34.291666666666664,86.20833333333331,54.20833333333334,37.54166666666666,40.25,35.208333333333336,34.916666666666664,2019-06-14
NO2,22.29166666666667,31.25,26.54166666666667,19.83333333333333,39.25,29.41666666666667,24.54166666666667,24.5,22.54166666666667,26.91666666666667,2019-06-14
PM2.5,17.083333333333332,30.375,19.5,8.875,40.125,24.66666666666667,19.916666666666668,12.583333333333336,19.375,14.083333333333336,2019-06-14
AQI,53.04166666666666,98.66666666666669,61.83333333333334,53.25,84.83333333333333,71.54166666666667,54.5,45.625,52.41666666666666,32.0,2019-04-16
NO2,35.166666666666664,34.666666666666664,49.95833333333334,31.33333333333333,35.666666666666664,60.70833333333334,34.458333333333336,30.79166666666667,35.041666666666664,47.20833333333334,2019-04-16
PM2.5,18.125,68.79166666666667,33.333333333333336,17.333333333333332,50.66666666666666,37.458333333333336,21.75,22.54166666666667,32.5,16.416666666666668,2019-04-16
AQI,59.16666666666666,57.95833333333334,68.875,56.0,65.58333333333333,67.5,61.45833333333334,45.33333333333334,49.25,52.58333333333334,2019-04-02
NO2,46.08333333333334,37.583333333333336,60.70833333333334,25.125,37.708333333333336,58.58333333333334,57.58333333333334,16.791666666666668,21.0,50.0,2019-04-02
PM2.5,29.95833333333333,27.79166666666667,41.625,20.83333333333333,35.083333333333336,36.958333333333336,34.458333333333336,21.041666666666668,22.75,30.70833333333333,2019-04-02
AQI,70.625,80.20833333333333,56.25,47.20833333333334,77.08333333333333,83.83333333333333,88.5,44.625,54.625,59.875,2019-04-03
NO2,63.5,47.375,49.29166666666666,50.45833333333334,42.458333333333336,59.375,76.08333333333333,21.125,24.45833333333333,65.5,2019-04-03
PM2.5,49.83333333333334,56.83333333333334,36.29166666666666,29.70833333333333,48.5,55.41666666666666,64.54166666666667,26.5,32.791666666666664,33.625,2019-04-03
AQI,64.625,141.0,65.29166666666667,81.41666666666667,97.875,88.33333333333331,96.16666666666669,46.41666666666666,61.29166666666666,55.58333333333334,2019-04-17
NO2,41.833333333333336,51.08333333333334,35.791666666666664,45.125,35.416666666666664,56.58333333333334,45.66666666666666,35.916666666666664,35.291666666666664,54.625,2019-04-17
PM2.5,44.5,106.54166666666669,38.708333333333336,38.625,59.16666666666666,53.625,66.66666666666667,26.04166666666667,36.958333333333336,34.25,2019-04-17
AQI,44.384615384615394,63.66666666666666,71.23809523809524,44.57142857142857,71.28571428571429,70.33333333333333,63.19047619047619,20.476190476190478,30.285714285714285,34.857142857142854,2019-06-01
NO2,31.714285714285715,38.714285714285715,39.142857142857146,38.42857142857143,29.66666666666667,44.23809523809525,33.8095238095238,22.809523809523807,15.095238095238097,42.0,2019-06-01
PM2.5,34.857142857142854,28.714285714285715,49.0,26.095238095238088,28.285714285714285,36.952380952380956,46.38095238095239,9.666666666666666,20.19047619047619,20.095238095238095,2019-06-01
AQI,88.41666666666669,59.66666666666666,66.70833333333333,66.95833333333333,84.58333333333333,75.875,82.75,40.66666666666666,39.25,51.91666666666666,2019-06-15
NO2,42.0,25.5,37.458333333333336,34.25,21.91666666666667,43.625,39.125,16.083333333333332,9.625,32.583333333333336,2019-06-15
PM2.5,53.75,21.33333333333333,28.66666666666667,29.875,38.708333333333336,28.70833333333333,39.41666666666666,16.333333333333332,19.791666666666668,20.125,2019-06-15
AQI,57.29166666666666,37.66666666666666,37.583333333333336,37.333333333333336,72.33333333333333,30.16666666666667,45.33333333333334,21.875,27.0,40.375,2019-06-29
NO2,41.625,15.583333333333336,31.66666666666667,22.83333333333333,16.458333333333332,19.291666666666668,35.958333333333336,17.166666666666668,11.833333333333336,26.125,2019-06-29
PM2.5,40.958333333333336,15.041666666666664,20.70833333333333,23.20833333333333,46.08333333333334,12.458333333333336,28.04166666666667,9.458333333333334,15.25,16.083333333333332,2019-06-29
AQI,34.333333333333336,98.20833333333331,33.0,23.54166666666667,90.0,43.95833333333334,33.75,21.625,22.29166666666667,25.83333333333333,2019-08-26
NO2,22.83333333333333,36.708333333333336,22.75,11.833333333333336,24.83333333333333,29.41666666666667,21.08333333333333,19.916666666666668,8.416666666666666,30.66666666666667,2019-08-26
PM2.5,17.166666666666668,72.08333333333333,14.458333333333336,12.041666666666664,66.625,21.83333333333333,13.625,10.25,9.083333333333334,14.125,2019-08-26
AQI,41.625,55.58333333333334,37.54166666666666,30.625,176.16666666666663,47.375,42.04166666666666,28.91666666666667,31.375,15.291666666666664,2019-02-11
NO2,23.41666666666667,28.58333333333333,16.25,17.75,42.91666666666666,19.916666666666668,28.16666666666667,17.041666666666668,8.375,17.583333333333332,2019-02-11
PM2.5,25.20833333333333,36.083333333333336,25.29166666666667,15.833333333333336,133.54166666666666,32.416666666666664,29.08333333333333,17.375,16.208333333333332,7.416666666666668,2019-02-11
AQI,61.66666666666666,153.29166666666666,126.41666666666669,59.5,168.125,132.04166666666666,66.29166666666667,48.91666666666666,121.33333333333331,52.66666666666666,2019-02-05
NO2,22.95833333333333,25.375,20.041666666666668,26.875,28.45833333333333,29.70833333333333,19.375,13.166666666666664,14.791666666666664,15.5,2019-02-05
PM2.5,18.666666666666668,97.70833333333331,95.20833333333331,33.625,128.91666666666666,99.58333333333331,34.5,33.75,90.95833333333331,36.583333333333336,2019-02-05
AQI,26.95833333333333,25.125,38.16666666666666,32.541666666666664,55.0,48.08333333333334,43.70833333333334,56.91666666666666,30.33333333333333,65.29166666666667,2019-11-27
NO2,38.833333333333336,25.41666666666667,44.08333333333334,38.16666666666666,49.58333333333334,35.958333333333336,35.541666666666664,27.83333333333333,15.666666666666664,52.58333333333334,2019-11-27
PM2.5,17.333333333333332,7.916666666666668,22.625,14.75,32.708333333333336,33.666666666666664,30.25,34.375,15.0,41.75,2019-11-27
AQI,31.0,29.26086956521739,26.217391304347824,20.391304347826086,41.26086956521739,36.30434782608695,33.65217391304348,56.39130434782609,38.17391304347826,81.91304347826087,2019-11-25
NO2,26.47826086956522,30.782608695652176,27.695652173913047,20.91304347826087,37.26086956521739,28.17391304347826,24.347826086956523,32.69565217391305,12.130434782608695,64.95652173913044,2019-11-25
PM2.5,13.521739130434785,13.217391304347824,10.434782608695652,4.260869565217392,21.30434782608696,17.695652173913047,13.26086956521739,34.73913043478261,15.869565217391305,56.52173913043478,2019-11-25
AQI,45.5,39.91666666666666,23.125,26.625,60.54166666666666,46.75,45.375,37.375,42.0,55.33333333333334,2019-02-13
NO2,21.875,21.166666666666668,21.33333333333333,29.75,25.29166666666667,27.58333333333333,25.04166666666667,25.125,10.083333333333334,54.75,2019-02-13
PM2.5,21.875,21.91666666666667,15.25,15.458333333333336,41.79166666666666,31.16666666666667,28.70833333333333,24.83333333333333,24.75,36.708333333333336,2019-02-13
